"%Acm. Venda","Código Produto","Produto : Empresa","Código Empresa","Embalagem Unitária","Itens (SKU)","Quantidade em Estoque","Quantidade Reservada","Quantidade Disponível","Valor Preço de Venda","%Partic. Pr.Vda","Preço Vda Unitário","Valor Custo Líquido","%Partic. Cto Liq.","Custo Liq. Unitário","Cto. Liq Unitário (Líquido de ICMS)","Cto. Liq Unitário (Líquido de ICMS) Total","Lucrat. Marg %","Lucratividade Unit.","Lucratividade Valor","%Partic. Lucrat.","% Mark Up","% Mark Down","Valor Custo Bruto","% Partic. Cto Bruto","Cto Bruto Unitário","Contribuição Valor","% Partic. Contrib.","Contrib. Marg %","Qtd. Pend. Ped.Compra","Qtd. Pend. Ped.Exped.","Média Vda/Dia","Dias de Estoque","Dias Ult. Entrada","Dias Ult. Entrada c/ Alt. Custo","Peso Bruto","%Partic. Peso Brt","Peso Líquido","Despesa Venda","Compror","Descontos Diversos","Descontos Transf. PIS","Descontos Transf. COFINS","Descontos Transf. IPI","Descontos Transf. Lucro","Descontos Transf. Verba","Descontos Transf. Diferença","Descontos Transferências","Descontos Totais","Comissão s/ Venda","Tot.Impostos s/ Venda","ICMS s/ Venda","PIS s/ Venda","COFINS s/ Venda","Outros Impostos","Código Acesso","Estq Emp","Custo Fiscal Unit.","Custo Fiscal Total","Despesa Fixa Unit.","Desconto Fixo Unit.","Despesa Fixa","Desconto Fixo","Descontos Transf. Rest.ICMS/ST","Quantidade Estoque Mínimo","Quantidade  Estoque Máximo","Quantidade  Dias Sem Vendas"
"68,88","2485","FUBA YOKI 500G MIMOSO : 501-MM SP","501","PT 1","1","878,000","0,000","878,000","3.520,78","0,01","4,01","2.717,67","0,01","3,0953","2,7400","2.402,57","5,81","0,23","204,58","-0,02","29,55","22,81","2.717,67","0,01","3,0953","732,70","0,01","20,81","0,000","0,000","31,467","27,90","7,0","27,0","455,682","0,01","455,682","528,12","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","70,42","0,00","246,46","0,00","0,00","0,00","7891095200450","878,000","2,63","2.310,55","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","14"
"68,88","122195","GEL FACIAL MONANGE 120G ANTI OLEOSIDADE : 501-MM SP","501","UN 1","1","60,000","0,000","60,000","864,50","0,00","14,41","693,72","0,00","11,5620","10,6800","640,54","4,25","0,61","36,78","0,00","24,62","19,75","693,72","0,00","11,5620","149,17","0,00","17,25","0,000","0,000","1,900","31,58","17,0","79,0","13,800","0,00","12,000","112,39","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","21,61","0,00","0,00","14,26","65,70","0,00","7896235354369","60,000","10,62","637,28","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","31"
"68,88","122196","GEL FACIAL MONANGE 120G ANTI RESSECAMENTO : 501-MM SP","501","UN 1","1","60,000","0,000","60,000","864,50","0,00","14,41","693,72","0,00","11,5620","10,6800","640,54","4,25","0,61","36,78","0,00","24,62","19,75","693,72","0,00","11,5620","149,17","0,00","17,25","0,000","0,000","1,000","60,00","79,0","79,0","13,800","0,00","12,000","112,39","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","21,61","0,00","0,00","14,26","65,70","0,00","7896235354383","60,000","10,62","637,27","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","23"
"68,89","114050","GEL FIX BOZZANO 300G AMARELO FAT 3 : 501-MM SP","501","FR 1","1","714,000","0,000","714,000","6.226,08","0,01","8,72","5.208,57","0,01","7,2949","7,2900","5.208,57","1,34","0,12","83,60","-0,01","19,54","16,34","5.208,57","0,01","7,2949","892,99","0,02","14,34","0,000","0,000","30,400","23,49","42,0","128,0","259,182","0,01","259,182","809,39","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","124,52","0,00","0,00","0,00","0,00","0,00","7891350034851","714,000","7,26","5.181,30","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","91"
"68,97","113529","GEL FIX BOZZANO 300G AZUL FAT 4 : 501-MM SP","501","FR 1","1","4.470,000","0,000","4.470,000","38.978,40","0,08","8,72","32.608,29","0,08","7,2949","7,2900","32.608,29","1,34","0,12","523,35","-0,05","19,54","16,34","32.608,29","0,08","7,2949","5.590,54","0,10","14,34","0,000","0,000","168,500","26,53","10,0","37,0","1.622,610","0,05","1.622,610","5.067,19","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","779,57","0,00","0,00","0,00","0,00","0,00","7891350034868","4.470,000","7,26","32.443,67","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","22"
"68,97","114054","GEL FIX BOZZANO 300G INCOLOR FAT 2 : 501-MM SP","501","FR 1","1","18,000","0,000","18,000","156,96","0,00","8,72","131,31","0,00","7,2949","7,2900","131,31","1,34","0,12","2,11","0,00","19,54","16,34","131,31","0,00","7,2949","22,51","0,00","14,34","0,000","0,000","56,700","0,32","91,0","140,0","6,534","0,00","6,534","20,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,14","0,00","0,00","0,00","0,00","0,00","7891350034844","18,000","7,26","130,62","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","114"
"68,97","114052","GEL FIX NYLOOKS 240G AZUL FAT 4 : 501-MM SP","501","FR 1","1","180,000","0,000","180,000","1.035,00","0,00","5,75","873,86","0,00","4,8548","4,8500","873,86","0,57","0,03","5,89","0,00","18,44","15,57","873,86","0,00","4,8548","140,44","0,00","13,57","0,000","0,000","200,600","0,90","91,0","141,0","50,400","0,00","50,400","134,55","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20,70","0,00","0,00","0,00","0,00","0,00","7891350034950","180,000","4,83","869,80","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","120"
"68,97","114053","GEL FIX NYLOOKS 240G INCOLOR FAT 1 : 501-MM SP","501","FR 1","1","108,000","0,000","108,000","621,00","0,00","5,75","524,32","0,00","4,8548","4,8500","524,32","0,57","0,03","3,53","0,00","18,44","15,57","524,32","0,00","4,8548","84,26","0,00","13,57","0,000","0,000","116,000","0,93","37,0","141,0","30,240","0,00","30,240","80,73","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","12,42","0,00","0,00","0,00","0,00","0,00","7891350034929","108,000","4,83","521,87","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","91"
"68,99","114271","GEL FIX NYLOOKS 240G ROSA FAT 2 : 501-MM SP","501","FR 1","1","1.308,000","0,000","1.308,000","7.521,00","0,02","5,75","6.350,08","0,02","4,8548","4,8500","6.350,08","0,57","0,03","42,77","0,00","18,44","15,57","6.350,08","0,02","4,8548","1.020,50","0,02","13,57","0,000","0,000","55,250","23,67","56,0","128,0","366,240","0,01","366,240","977,73","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","150,42","0,00","0,00","0,00","0,00","0,00","7891350034936","1.308,000","4,83","6.320,42","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","91"
"69,00","114270","GEL FIX NYLOOKS 240G VERDE FAT 3 : 501-MM SP","501","FR 1","1","1.116,000","0,000","1.116,000","6.417,00","0,01","5,75","5.417,96","0,01","4,8548","4,8500","5.417,96","0,57","0,03","36,49","0,00","18,44","15,57","5.417,96","0,01","4,8548","870,70","0,02","13,57","0,000","0,000","50,800","21,97","79,0","128,0","312,480","0,01","312,480","834,21","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","128,34","0,00","0,00","0,00","0,00","0,00","7891350034943","1.116,000","4,83","5.393,07","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","87"
"69,02","94512","GLICOSE YOKI 350G SQUEEZE : 501-MM SP","501","UN 1","1","432,000","0,000","432,000","7.132,32","0,02","16,51","5.333,08","0,01","12,3451","9,9400","4.295,32","9,23","1,52","658,07","-0,06","33,74","25,23","5.333,08","0,01","12,3451","1.656,60","0,03","23,23","0,000","0,000","0,850","508,24","125,0","206,0","171,936","0,01","171,936","998,52","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","142,65","0,00","1.283,82","117,68","542,06","0,00","7891095002498","432,000","9,53","4.114,92","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"69,02","121812","GRAO DE BICO YOKI 400G : 501-MM SP","501","UN 1","1","160,000","0,000","160,000","1.388,40","0,00","8,68","1.304,90","0,00","8,1556","7,2100","1.153,01","-8,99","-0,78","-124,76","0,01","6,40","6,01","1.304,90","0,00","8,1556","55,73","0,00","4,01","0,000","0,000","2,733","58,54","27,0","27,0","64,640","0,00","64,000","180,49","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","27,77","0,00","249,91","0,00","0,00","0,00","7891095911295","160,000","6,96","1.113,86","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","38"
"69,03","116280","GUARD SCOTT DIA A DIA 50UN GDE : 501-MM SP","501","UN 1","1","912,000","0,000","912,000","3.675,36","0,01","4,03","2.905,36","0,01","3,1857","2,9800","2.715,84","5,95","0,24","218,69","-0,02","26,50","20,95","2.905,36","0,01","3,1857","696,49","0,01","18,95","0,000","0,000","26,400","34,55","43,0","43,0","68,400","0,00","65,664","477,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","73,51","0,00","0,00","60,64","279,33","0,00","7891172145322","912,000","2,90","2.643,09","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","10"
"69,04","116281","GUARD SCOTT DIA A DIA 50UN PEQ : 501-MM SP","501","UN 1","1","1.920,000","0,000","1.920,000","3.763,20","0,01","1,96","3.178,00","0,01","1,6552","1,5500","2.968,07","0,55","0,01","20,72","0,00","18,41","15,55","3.178,00","0,01","1,6552","509,94","0,01","13,55","0,000","0,000","46,200","41,56","43,0","43,0","126,720","0,00","126,720","489,22","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","75,26","0,00","0,00","62,09","286,00","0,00","7891172145124","1.920,000","1,56","3.001,10","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","14"
"69,07","116279","GUARD SCOTT GRAND HOTEL 50UN GDE : 501-MM SP","501","UN 1","1","1.769,000","0,000","1.769,000","13.125,98","0,03","7,42","10.369,35","0,03","5,8617","5,4800","9.694,93","6,00","0,45","787,73","-0,07","26,58","21,00","10.369,35","0,03","5,8617","2.494,11","0,04","19,00","0,000","0,000","44,700","39,57","43,0","43,0","318,420","0,01","318,420","1.706,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","262,52","0,00","0,00","216,58","997,57","0,00","7891172151323","1.769,000","5,46","9.652,17","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","30"
"69,09","1168","GUARD SCOTT GRAND HOTEL 50UN PEQ : 501-MM SP","501","PT 1","1","2.457,000","0,000","2.457,000","9.852,57","0,02","4,01","7.775,93","0,02","3,1648","2,9600","7.269,48","6,08","0,24","598,75","-0,05","26,71","21,08","7.775,93","0,02","3,1648","1.879,59","0,03","19,08","0,000","0,000","118,500","20,73","20,0","43,0","270,270","0,01","270,270","1.280,83","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","197,05","0,00","0,00","162,57","748,80","0,00","7891172151125","2.457,000","2,95","7.246,42","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"69,09","107703","HASTE FLEX PALINETES YORK 150UN : 501-MM SP","501","UN 1","1","216,000","0,000","216,000","1.419,66","0,00","6,57","1.135,64","0,00","5,2576","4,9000","1.057,59","6,01","0,39","85,27","-0,01","25,01","20,01","1.135,64","0,00","5,2576","269,83","0,00","19,01","0,000","0,000","0,800","270,00","118,0","651,0","12,096","0,00","12,096","184,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","14,20","0,00","0,00","23,42","107,89","0,00","7896235353188","216,000","4,90","1.057,59","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","22"
"69,10","121966","KIT BEB.CACHAÇA 51 RESERVA 200ML : 501-MM SP","501","UN 1","1","38,000","0,000","38,000","5.802,22","0,01","152,69","4.641,74","0,01","122,1512","114,7600","4.361,02","4,50","6,87","261,13","-0,02","25,00","20,00","4.641,74","0,01","122,1512","1.015,42","0,02","17,50","0,000","0,000","0,017","2.235,29","17,0","294,0","53,200","0,00","22,420","754,29","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","145,06","0,00","0,00","95,74","440,97","0,00","7896002111461","38,000","114,76","4.361,02","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","57"
"69,10","2602","KITANO CANELA EM PO 50G : 501-MM SP","501","CA 1","1","237,000","0,000","237,000","1.149,45","0,00","4,85","801,36","0,00","3,3812","2,7200","645,42","13,28","0,64","152,69","-0,01","43,44","30,28","801,36","0,00","3,3812","325,11","0,01","28,28","0,000","0,000","7,950","29,81","98,0","106,0","13,983","0,00","13,983","172,42","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","22,99","0,00","206,90","18,97","87,36","0,00","7891095154074","237,000","2,61","618,32","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","69"
"69,10","117621","LAVA LIQ TOTAL MAX BABY SOFT 3L AZUL : 501-MM SP","501","UN 1","1","92,000","0,000","92,000","1.521,68","0,00","16,54","1.304,04","0,00","14,1743","13,2000","1.214,35","-0,70","-0,12","-10,61","0,00","16,69","14,30","1.304,04","0,00","14,1743","187,21","0,00","12,30","0,000","0,000","3,333","27,60","70,0","70,0","294,860","0,01","276,000","197,82","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","30,43","0,00","0,00","25,11","115,65","0,00","7896075910886","92,000","13,29","1.223,11","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","2"
"69,10","117628","LAVA LIQ. BABY SOFT FINAS DEL 500ML COCO : 501-MM SP","501","UN 1","1","36,000","0,000","36,000","182,52","0,00","5,07","144,53","0,00","4,0146","3,7400","134,55","5,82","0,30","10,62","0,00","26,29","20,82","144,53","0,00","4,0146","34,34","0,00","18,82","0,000","0,000","23,000","1,57","98,0","230,0","19,980","0,00","18,000","23,73","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,65","0,00","0,00","3,01","13,87","0,00","7896075993711","36,000","3,74","134,55","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","181"
"69,11","115281","LAVA LOUCA CIF 100ML P/MAQUINA : 501-MM SP","501","UN 1","1","255,000","0,000","255,000","4.136,10","0,01","16,22","3.202,93","0,01","12,5605","11,6500","2.969,53","2,06","0,33","85,27","-0,01","29,13","22,56","3.202,93","0,01","12,5605","850,45","0,02","20,56","0,000","0,000","34,900","7,31","90,0","92,0","33,405","0,00","33,405","765,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","82,72","0,00","0,00","68,25","314,34","0,00","7891150073470","255,000","11,40","2.906,43","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","62"
"69,14","115278","LAVA LOUCA CIF 1K PO : 501-MM SP","501","UN 1","1","207,000","0,000","207,000","12.130,20","0,03","58,60","9.461,75","0,02","45,7089","42,0800","8.710,51","1,00","0,59","121,11","-0,01","28,20","22,00","9.461,75","0,02","45,7089","2.425,85","0,04","20,00","0,000","0,000","5,750","36,00","41,0","41,0","231,426","0,01","231,426","2.304,74","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","242,60","0,00","0,00","200,15","921,90","0,00","8710522675908","207,000","42,08","8.709,82","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","14"
"69,15","115274","LAVA LOUCA CIF 315G P/MAQUINA : 501-MM SP","501","UN 1","1","89,001","0,000","89,001","3.722,02","0,01","41,82","2.846,15","0,01","31,9789","29,6800","2.641,76","2,53","1,06","94,25","-0,01","30,77","23,53","2.846,15","0,01","31,9789","801,43","0,01","21,53","0,000","0,000","12,900","6,90","90,0","90,0","36,045","0,00","36,045","707,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","74,44","0,00","0,00","61,41","282,87","0,00","8720181040252","89,001","29,27","2.604,64","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","64"
"69,18","120575","LAVA LOUCA CIF 420G CLEAR : 501-MM SP","501","UN 1","1","1.470,000","0,000","1.470,000","14.053,20","0,03","9,56","10.952,44","0,03","7,4506","6,8200","10.020,92","2,56","0,25","360,39","-0,03","28,31","22,06","10.952,44","0,03","7,4506","2.819,70","0,05","20,06","0,000","0,000","6,850","214,60","115,0","115,0","702,660","0,02","702,660","2.459,31","0,00","0,29","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,29","281,06","0,00","0,00","231,88","1.068,04","0,00","7891150071629","1.470,000","6,80","9.990,68","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"69,23","120574","LAVA LOUCA CIF 420G ERVA DOCE : 501-MM SP","501","UN 1","1","2.310,000","0,000","2.310,000","22.083,60","0,05","9,56","17.210,97","0,04","7,4506","6,8200","15.747,16","2,56","0,25","566,33","-0,05","28,31","22,06","17.210,97","0,04","7,4506","4.430,96","0,08","20,06","0,000","0,000","19,500","118,46","27,0","27,0","1.104,180","0,03","1.104,180","3.864,63","0,00","0,46","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,46","441,67","0,00","0,00","364,38","1.678,35","0,00","7891150071605","2.310,000","6,75","15.592,45","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"69,26","120576","LAVA LOUCA CIF 420G NEUTRO NEUTRO COM CAMOMILA : 501-MM SP","501","UN 1","1","1.326,000","0,000","1.326,000","12.676,56","0,03","9,56","9.925,21","0,02","7,4851","6,8400","9.069,87","2,20","0,21","279,43","-0,03","27,72","21,70","9.925,21","0,02","7,4851","2.497,82","0,04","19,70","0,000","0,000","10,150","130,64","27,0","27,0","632,502","0,02","632,502","2.218,40","0,00","0,25","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,25","253,53","0,00","0,00","209,16","963,42","0,00","7891150071612","1.326,000","6,77","8.978,33","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"69,26","117564","LAVA ROUPA 3L URCA COCO : 501-MM SP","501","UN 1","1","87,000","0,000","87,000","1.750,44","0,00","20,12","1.405,38","0,00","16,1538","15,0600","1.310,54","4,71","0,95","82,50","-0,01","24,55","19,71","1.405,38","0,00","16,1538","310,05","0,01","17,71","0,000","0,000","1,600","54,38","98,0","386,0","265,350","0,01","261,000","227,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","35,01","0,00","0,00","28,88","133,03","0,00","7896056405608","87,000","15,06","1.310,54","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","24"
"69,28","114104","LAVA ROUPA BRILHANTE 3L FR HIGIENE TOTAL : 501-MM SP","501","UN 1","1","420,000","0,000","420,000","10.777,20","0,02","25,66","8.777,67","0,02","20,8992","19,4100","8.152,32","-0,95","-0,24","-102,02","0,01","22,78","18,55","8.777,67","0,02","20,8992","1.783,99","0,03","16,55","0,000","0,000","69,733","6,02","17,0","22,0","1.372,560","0,04","1.372,560","1.886,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","215,54","0,00","0,00","177,82","819,07","0,00","7891150064713","420,000","20,64","8.670,28","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"69,34","77412","LAVA ROUPA BRILHANTE 3L FR LIMPEZA TOTAL : 501-MM SP","501","UN 1","1","1.120,000","0,000","1.120,000","28.739,20","0,06","25,66","23.407,12","0,06","20,8992","19,4100","21.739,53","-0,95","-0,24","-272,06","0,02","22,78","18,55","23.407,12","0,06","20,8992","4.757,30","0,08","16,55","0,000","0,000","117,867","9,50","2,0","2,0","3.660,160","0,11","3.660,160","5.029,36","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","574,78","0,00","0,00","474,20","2.184,18","0,00","7891150020672","1.120,000","20,73","23.221,34","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"69,56","115640","LAVA ROUPA BRILHANTE 900ML SACHET HIGIENE TOTAL : 501-MM SP","501","UN 1","1","11.774,000","0,000","11.774,000","102.904,76","0,22","8,74","83.775,34","0,20","7,1153","6,6200","77.909,90","-0,91","-0,08","-937,01","0,08","22,83","18,59","83.775,34","0,20","7,1153","17.071,32","0,30","16,59","0,000","0,000","281,200","41,87","2,0","2,0","11.750,452","0,36","11.750,452","18.008,33","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2.058,10","0,00","0,00","1.697,93","7.820,76","0,00","7891150066526","11.774,000","7,25","85.354,25","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"70,02","115641","LAVA ROUPA BRILHANTE 900ML SACHET LIMPEZA TOTAL : 501-MM SP","501","UN 1","1","24.885,000","0,000","24.885,000","217.494,90","0,46","8,74","177.063,82","0,43","7,1153","6,6200","164.666,88","-0,91","-0,08","-1.980,42","0,18","22,83","18,59","177.063,82","0,43","7,1153","36.081,18","0,64","16,59","0,000","0,000","385,200","64,60","10,0","42,0","24.835,230","0,75","24.835,230","38.061,61","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.349,90","0,00","0,00","3.588,67","16.529,61","0,00","7891150066519","24.885,000","6,69","166.577,60","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"70,02","115252","LAVA ROUPA BRILHANTE CONC.3FR 500ML + GF 3L : 501-MM SP","501","UN 1","1","69,000","0,000","69,000","2.174,88","0,00","31,52","1.722,41","0,00","24,9625","23,0800","1.592,22","1,30","0,41","28,37","0,00","26,27","20,80","1.722,41","0,00","24,9625","408,97","0,01","18,80","0,000","0,000","1,450","47,59","6,0","6,0","53,130","0,00","53,130","380,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","43,50","0,00","0,00","35,89","165,29","0,00","7891150077287","69,000","22,37","1.543,57","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","13"
"70,03","115219","LAVA ROUPA BRILHANTE CONC.500ML FR DILUIR : 501-MM SP","501","UN 1","1","107,000","0,000","107,000","2.697,47","0,01","25,21","1.932,80","0,00","18,0636","16,6100","1.777,27","8,85","2,23","238,66","-0,02","39,56","28,35","1.932,80","0,00","18,0636","710,72","0,01","26,35","0,000","0,000","11,200","9,55","1,0","1,0","63,130","0,00","63,130","472,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","53,95","0,00","0,00","44,51","205,01","0,00","7891150077294","107,000","18,10","1.936,19","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","2"
"70,05","120253","LAVA ROUPA OMO 1.8L ULTRA POWER : 501-MM SP","501","UN 1","1","414,000","0,000","414,000","10.114,02","0,02","24,43","8.197,44","0,02","19,8006","18,0300","7.465,81","0,95","0,23","96,06","-0,01","23,38","18,95","8.197,44","0,02","19,8006","1.714,30","0,03","16,95","0,000","0,000","123,500","3,35","6,0","6,0","843,732","0,03","843,732","1.618,24","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","202,28","0,00","0,00","166,88","768,67","0,00","7891150091269","414,000","19,73","8.168,59","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"70,48","76561","LAVA ROUPA OMO 3L LAV. PERFEITA : 501-MM SP","501","UN 1","1","6.323,000","0,000","6.323,000","203.474,14","0,43","32,18","172.033,52","0,42","27,2076","25,7000","162.499,06","-2,55","-0,82","-5.184,73","0,47","18,28","15,45","172.033,52","0,42","27,2076","27.371,14","0,48","13,45","0,000","0,000","305,400","20,70","3,0","3,0","20.758,409","0,63","20.758,409","32.555,86","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.069,48","0,00","0,00","3.357,32","15.464,03","0,00","7891150020689","6.323,000","26,32","166.439,81","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
